ServiceNo,Direction,BusStopCode,Latitude,Longitude,all_taps
10,1,85019,1.321288333018,103.95534472201146,89923
10,1,85029,1.32261805599904,103.95429972202514,28440
10,1,85039,1.32442497435966,103.9529859426158,25675
10,1,85049,1.32671998700111,103.95124872703616,68140
10,1,85059,1.32950222197902,103.94906611097686,19464
10,1,85069,1.3318,103.94738,153254
10,1,85079,1.33394889968504,103.9501523198666,67034
10,1,85089,1.33338002405472,103.94880327361744,29522
10,1,92099,1.3023783312326,103.89900426571224,138882
10,1,92109,1.30356602776936,103.9014561477864,56537
10,1,92119,1.30444500073,103.90277451423108,303908
10,1,92129,1.30686400495083,103.90646134135643,195195
10,1,92139,1.30853972762017,103.91062932209373,70953
10,1,92149,1.30928064742874,103.91434517290192,76108
10,1,92159,1.309748,103.9166295,102071
10,1,92161,1.30380001918907,103.89656923070308,123903
10,1,93059,1.31076138897412,103.91930777802244,48300
10,1,93069,1.31168943552207,103.92240015622043,112898
10,1,93079,1.31250502315071,103.9250247698478,116992
10,1,93089,1.31295810131062,103.92790605020116,93193
10,1,93099,1.31390444400831,103.93171138898548,66082
10,1,94019,1.3142851610342,103.93574953076752,54156
10,1,94029,1.31453305602342,103.93750499997168,47381
10,1,94039,1.31485363967239,103.94066333773824,153706
10,1,94049,1.31616443335073,103.94482108127718,28015
10,1,94059,1.31707137658578,103.9479809249404,112258
10,1,94069,1.31809668590525,103.95085659912792,26993
10,1,94079,1.319557,103.955325,17664
10,1,94089,1.31536333302999,103.94294138900048,29245
10,1,96109,1.33737118239889,103.95067333143491,139259
10,1,96289,1.34005496226354,103.94838106593956,395677
10,2,2111,1.29095592348389,103.85453419435228,77256
10,2,3011,1.28561840945474,103.85342223246428,275749
10,2,3031,1.28207492207952,103.85086074925066,196446
10,2,3071,1.27990609626764,103.8494003042448,132098
10,2,3111,1.2778259536079,103.8481011719729,259561
10,2,3222,1.27397836925637,103.84489562922414,147329
10,2,5641,1.27272393115133,103.84140618785226,108367
10,2,14069,1.272538056,103.8364069,28203
10,2,14089,1.27046005041763,103.829792773326,2951
10,2,14109,1.26804601553507,103.8272249050558,17967
10,2,14119,1.26592360897281,103.8222827803663,397148
10,2,14129,1.26607869101924,103.81977877391114,853572
10,2,14139,1.2686352773503,103.81546952380808,125616
10,2,14159,1.26994046445496,103.81315419081788,149939
10,2,14169,1.27118550385957,103.80941810434496,312071
10,2,14179,1.27188454577735,103.80630000533796,46448
10,2,14189,1.27269303340787,103.80398363214624,48253
10,2,15149,1.27341871854745,103.80055546758588,66881
10,2,15159,1.27426303773784,103.79839350407596,105179
10,2,15169,1.27481499269165,103.79673994290197,128180
10,2,15199,1.27604240853686,103.79318399639808,94798
10,2,15209,1.27706561928684,103.79023432729964,49963
10,2,15219,1.27818114088895,103.7870103120688,41591
10,2,15229,1.27937638961898,103.78572727156028,106038
10,2,16009,1.29425341056334,103.76988323197696,170451
10,2,16019,1.28278078585184,103.78217614858188,326535
10,2,16029,1.28608472200879,103.78022138902948,16470
10,2,16039,1.28799020188116,103.77872029260048,91703
10,2,16049,1.28910696351866,103.77738952047318,87221
10,2,16059,1.28967266173408,103.77594136139504,32433
10,2,16069,1.290648611,103.7736967,131139
10,2,16079,1.29138264862382,103.77129836184209,35383
10,2,16089,1.29201138346787,103.7690842071612,99986
10,2,16209,1.28159092769912,103.78400650244838,22162
10,2,75009,1.35407552367477,103.94339098473914,7215120
10,2,76051,1.35313809279079,103.9412639409046,531222
10,2,76061,1.3482019444416,103.94189805552269,475998
10,2,80149,1.3074963710946,103.8798058337351,166499
10,2,80151,1.296265,103.857666,125599
10,2,80161,1.30032715605093,103.8624541086332,106844
10,2,80211,1.30712803633755,103.87548108759091,55048
10,2,81171,1.30751703730041,103.88500750064324,300828
10,2,81181,1.30845544825732,103.88847214403827,405042
10,2,81191,1.30913166702397,103.89180000002516,18389
10,2,82079,1.30801114591342,103.8951960850957,185456
10,2,85021,1.32190305598591,103.95468472199644,99343
10,2,85031,1.32501115145725,103.95232021806196,28081
10,2,85041,1.3264647104527,103.95116420801884,65656
10,2,85051,1.32956968334939,103.9488011598722,37819
10,2,85061,1.33146,103.94739,140135
10,2,85071,1.33407653133395,103.9498516702887,65224
10,2,85081,1.33292331447242,103.94719977411025,32358
10,2,92091,1.30270333303256,103.89931388900564,48549
10,2,92101,1.30370246223719,103.90129169936806,159396
10,2,92111,1.30477657929676,103.90293341562068,289799
10,2,92121,1.30722207111074,103.90676515165585,208664
10,2,92131,1.30878111099591,103.91089222198016,76014
10,2,92141,1.30939538245506,103.91428724575974,70511
10,2,92151,1.3098029425373,103.91602380242344,88136
10,2,92169,1.303782,103.8967661,132224
10,2,93051,1.31065440276409,103.9186692238074,43114
10,2,93061,1.31199515605411,103.92260670662348,154583
10,2,93071,1.31293014528666,103.92634861688488,122309
10,2,93081,1.31342707975776,103.92903327944508,64410
10,2,93091,1.31398835332345,103.93157431388184,49476
10,2,94011,1.31438169513219,103.9351058006447,57972
10,2,94021,1.31475174256228,103.93834590911956,51313
10,2,94031,1.31504670788151,103.94089937209914,158191
10,2,94041,1.31619439069366,103.94430577752212,34864
10,2,94051,1.31710244970995,103.94737959133388,181236
10,2,94061,1.318036,103.950595,40996
10,2,94071,1.319719,103.954968,33618
10,2,96101,1.33638500905398,103.9510568939649,184412
10,2,96281,1.339714,103.94825,272605
100,1,1339,1.30774601733202,103.8642627465441,78513
100,1,1349,1.30568635716829,103.86543994417885,5143
100,1,1419,1.3020199999911,103.86326333301204,38043
100,1,1429,1.3032136089394,103.86501584807765,19280
100,1,1519,1.29907492488417,103.8589102973441,61785
100,1,1529,1.30041667676526,103.86044115259938,70674
100,1,1619,1.29428694178246,103.85503809424232,43042
100,1,1629,1.297085,103.856894,42681
100,1,2029,1.290106,103.85464,77131
100,1,3019,1.284245000013,103.853108055996,269593
100,1,3059,1.281111,103.851461,296435
100,1,3129,1.27807003532092,103.84956718123824,433810
100,1,3217,1.27552218897645,103.8479443674916,76539
100,1,5649,1.2723842122117,103.84093912218094,105191
100,1,11001,1.311072,103.789159,116922
100,1,11009,1.3110673548964,103.78932237623977,162964
100,1,11021,1.28941805603102,103.80228694398484,251933
100,1,11031,1.29119666696879,103.80045500000118,65298
100,1,11041,1.29624499998226,103.79952333299494,80387
100,1,11051,1.29872166703909,103.8002979755481,110966
100,1,11161,1.30213305598263,103.7983908330214,808380
100,1,11171,1.30535666699303,103.79479722196947,122370
100,1,11181,1.30722333300814,103.79227638896938,169601
100,1,11351,1.30934571218561,103.78945112775229,46186
100,1,11511,1.2859468736223,103.80251884462383,338730
100,1,12121,1.31164833301814,103.7871516670319,104649
100,1,14061,1.27231269789239,103.83862035734884,39119
100,1,14071,1.27220342411953,103.8339025862589,10853
100,1,14081,1.270896111,103.8308919,3178
100,1,14101,1.26837500002503,103.82825805600972,13250
100,1,14121,1.26591350024271,103.8192566062178,295094
100,1,14131,1.26740130257465,103.81675441150335,180451
100,1,14141,1.26552421466644,103.82211326846236,1380325
100,1,14151,1.26964765905364,103.8129359412343,98489
100,1,14161,1.27075866533548,103.81009913005327,337920
100,1,14171,1.27145959833005,103.80654857059398,26926
100,1,15041,1.274632,103.801892,315286
100,1,15051,1.276978,103.8023815,195878
100,1,18011,1.28087089714667,103.8021033300325,80362
100,1,61039,1.33845332842129,103.87084881783568,533450
100,1,61049,1.34196277802503,103.8709686110327,89292
100,1,62119,1.34483265931476,103.8710922003054,66468
100,1,62129,1.34698958928417,103.872054885247,87323
100,1,66009,1.35046610176969,103.87168992264615,1450477
100,1,70019,1.32322990499562,103.88145725676176,206238
100,1,70029,1.32662552821417,103.88054354805392,36520
100,1,70039,1.32930256265165,103.87975573742912,231972
100,1,70049,1.33290666703267,103.87871499999147,100516
100,1,70059,1.33477611102342,103.8783116670176,283531
100,1,70069,1.337778056,103.8736111,50683
100,1,80029,1.3094187398083,103.86753497349068,69672
100,1,80039,1.30992336177794,103.87144344651485,51272
100,1,80049,1.31077707819718,103.87363663982292,417694
100,1,80069,1.31214703288286,103.87715016317216,610300
100,1,80089,1.312658,103.880111,543083
100,1,81089,1.31628194302502,103.88202243551632,625320
100,1,81099,1.31982276662398,103.88194665985093,162301
100,2,1341,1.30647555600578,103.86452527798744,28636
100,2,1411,1.30211332865049,103.86295598167332,121522
100,2,1421,1.30338444400173,103.8648388889864,124460
100,2,1511,1.29919826103807,103.85864518302436,71177
100,2,1521,1.30088304437602,103.86066098182194,89718
100,2,1611,1.29527259171342,103.85533686181174,72269
100,2,1621,1.29695888888745,103.85655611109846,75084
100,2,2111,1.29095592348389,103.85453419435228,77256
100,2,3011,1.28561840945474,103.85342223246428,275749
100,2,3031,1.28207492207952,103.85086074925066,196446
100,2,3111,1.2778259536079,103.8481011719729,259561
100,2,3222,1.27397836925637,103.84489562922414,147329
100,2,5641,1.27272393115133,103.84140618785226,108367
100,2,11009,1.3110673548964,103.78932237623977,162964
100,2,11029,1.29013472201419,103.80202111098816,298149
100,2,11039,1.29245762862665,103.79998683928974,69551
100,2,11049,1.2954609366563,103.79952549937242,85892
100,2,11059,1.29882892782979,103.80097389222824,166245
100,2,11169,1.30270500001823,103.79838166697326,979767
100,2,11179,1.30627521395682,103.79427940117534,216218
100,2,11189,1.30740138898924,103.79254222202354,379011
100,2,11359,1.30931022636473,103.78968608347115,15163
100,2,11519,1.28665742231261,103.80334129425304,418734
100,2,14069,1.272538056,103.8364069,28203
100,2,14089,1.27046005041763,103.829792773326,2951
100,2,14109,1.26804601553507,103.8272249050558,17967
100,2,14119,1.26592360897281,103.8222827803663,397148
100,2,14129,1.26607869101924,103.81977877391114,853572
100,2,14139,1.2686352773503,103.81546952380808,125616
100,2,14159,1.26994046445496,103.81315419081788,149939
100,2,14169,1.27118550385957,103.80941810434496,312071
100,2,14179,1.27188454577735,103.80630000533796,46448
100,2,14189,1.27269303340787,103.80398363214624,48253
100,2,15049,1.274590541032,103.80216344738956,203655
100,2,15059,1.27686194443878,103.80270111113056,166038
100,2,18019,1.28091055556275,103.80252305556164,112240
100,2,61031,1.33836472248768,103.8704496726279,547640
100,2,61041,1.34142999996834,103.87049194397346,30895
100,2,62111,1.34509852230089,103.87077171254076,64649
100,2,62121,1.34682778451192,103.87156809881778,52521
100,2,66009,1.35046610176969,103.87168992264615,1450477
100,2,70011,1.32317687661433,103.88116008329276,53996
100,2,70021,1.32640814876454,103.88033937941422,83956
100,2,70031,1.3292670732562,103.87941087761013,179547
100,2,70041,1.33340805598283,103.87841250002135,180056
100,2,70051,1.33627202154131,103.87777948299752,169046
100,2,70061,1.3375,103.87444,54673
100,2,80011,1.30972720802554,103.86737828692956,157659
100,2,80031,1.31107705658993,103.8713149052975,511529
100,2,80051,1.31251499997324,103.87326194447364,465332
100,2,80071,1.31380009198455,103.8765539400638,490700
100,2,80091,1.31489775184137,103.88095141640784,417590
100,2,81081,1.31621665907428,103.88168156879212,425454
100,2,81091,1.31935333297674,103.88173111103306,150943
100A,1,61039,1.33845332842129,103.87084881783568,533450
100A,1,61049,1.34196277802503,103.8709686110327,89292
100A,1,62119,1.34483265931476,103.8710922003054,66468
100A,1,62129,1.34698958928417,103.872054885247,87323
100A,1,66009,1.35046610176969,103.87168992264615,1450477
100A,1,70019,1.32322990499562,103.88145725676176,206238
100A,1,70029,1.32662552821417,103.88054354805392,36520
100A,1,70039,1.32930256265165,103.87975573742912,231972
100A,1,70049,1.33290666703267,103.87871499999147,100516
100A,1,70059,1.33477611102342,103.8783116670176,283531
100A,1,70069,1.337778056,103.8736111,50683
100A,1,81089,1.31628194302502,103.88202243551632,625320
100A,1,81099,1.31982276662398,103.88194665985093,162301
101,1,62131,1.3489790064228,103.87277432797596,452530
101,1,62141,1.35149112412235,103.87515194713768,116844
101,1,62149,1.35169173270668,103.87595332312252,191447
101,1,62189,1.35056391832311,103.87470953705504,150326
101,1,63011,1.35432115760902,103.87823575937183,207865
101,1,63019,1.35347964311763,103.87800141702434,178660
101,1,63021,1.3570580828827,103.8816161308762,69958
101,1,63029,1.35727472200293,103.88218027802674,86631
101,1,63031,1.36050444441455,103.88535194446015,718754
101,1,63039,1.36026000003341,103.88538416663954,1094474
101,1,63041,1.36259166703136,103.88754805602412,152740
101,1,63049,1.36219166668854,103.88752277779692,131232
101,1,63051,1.36415166798646,103.8891427848695,279325
101,1,63059,1.36437667280221,103.88984149586426,444700
101,1,63061,1.36623834226067,103.89129134480063,115271
101,1,63069,1.36637999879956,103.89194715850095,124951
101,1,64011,1.36756333302324,103.8927594439902,88799
101,1,64019,1.368308353364,103.89393838248247,223032
101,1,64331,1.37143555507852,103.88805955105327,149007
101,1,64339,1.37136834322266,103.88702988625133,121671
101,1,64341,1.3729130421635,103.88633750747994,292524
101,1,64349,1.37291834719604,103.88673982857988,150233
101,1,64351,1.374811,103.888082,215390
101,1,64359,1.37528677811119,103.88918760776436,159914
101,1,64431,1.37809447450304,103.889302789766,78943
101,1,64441,1.37980640697067,103.88818499902484,100103
101,1,64461,1.37938472998807,103.88640309201648,266286
101,1,64521,1.36983992146019,103.88956725593734,67754
101,1,64529,1.3699286957754,103.88933520735068,78266
101,1,64541,1.37122666703205,103.89261000001046,677332
101,1,64549,1.37139998302648,103.8917097297832,533540
101,1,64551,1.370423,103.890741,27353
101,1,64559,1.37060388901687,103.8908113889665,37241
101,1,64561,1.37715998902026,103.88690877548076,54709
101,1,64619,1.37809338718149,103.88468027114664,167350
101,1,66009,1.35046610176969,103.87168992264615,2900954
101,1,66491,1.37936944398935,103.88260194401968,176023
101,1,66499,1.37912306945844,103.88326933020046,222201
101,1,66541,1.37977511312504,103.88135493816362,81058
101,1,66549,1.38029830580566,103.88167284722846,9859
101,1,66551,1.38172660405235,103.88144339399804,31086
101,1,66561,1.383486,103.882607,25807
101,1,66571,1.384484444,103.8813056,69693
101,1,66581,1.382511944,103.8797475,25032
101,1,66601,1.38486,103.882346,31331
102,1,64009,1.37060695394614,103.89266808874676,5047872
102,1,64041,1.37016500002901,103.89535999996713,192498
102,1,64049,1.3703713899857,103.89603248614272,206588
102,1,64051,1.37239666924933,103.89777362456783,160394
102,1,64059,1.37249135705281,103.8983747045234,241226
102,1,64061,1.37557886299976,103.90111900001394,179349
102,1,64069,1.37526504951859,103.90134716214978,157391
102,1,64401,1.37839309319848,103.9032366204475,218906
102,1,64409,1.37820165544364,103.90352727356866,230794
102,1,67091,1.392881,103.869086,6695
102,1,67099,1.3937,103.869287,21270
102,1,67181,1.39101786005668,103.897780179965,200971
102,1,67189,1.39059955869523,103.89742612835978,158987
102,1,67191,1.38908889970693,103.89710881285436,162858
102,1,67199,1.3889487081629,103.89689165133598,117552
102,1,67341,1.38864779457077,103.89505169031366,59213
102,1,67349,1.38837810902521,103.8953369095349,55925
102,1,67381,1.39459040201234,103.88844266691056,137871
102,1,67389,1.39424377787036,103.88869095686496,165528
102,1,67391,1.39425676218487,103.89144488028346,169370
102,1,67399,1.39385005995777,103.89167010585574,151758
102,1,67401,1.39290842289238,103.89531738456282,742833
102,1,67409,1.3923391568303,103.89606816606354,1186469
102,1,67491,1.39087538517899,103.87466488789592,138998
102,1,67499,1.39068028707514,103.87467870992984,131433
102,1,67541,1.39478256874239,103.88633251190508,48830
102,1,67549,1.39454660425441,103.88618230819876,94809
102,1,67551,1.39600529337669,103.87927293767908,162162
102,1,67559,1.3954939065925,103.88094503218824,127644
102,1,67561,1.39545828505824,103.87697696683593,135585
102,1,67569,1.39504999232889,103.87700000087196,126983
102,1,67601,1.38334470717282,103.8932683273077,869695
102,1,67609,1.38393305306468,103.8930397853008,926941
102,1,67611,1.38776293807936,103.89426271274472,106575
102,1,67619,1.38776797851536,103.89401435851153,100750
102,1,67631,1.392329,103.87567,61737
102,1,67639,1.393047,103.875914,65758
102,1,67711,1.38013294516415,103.8947798896038,10598
102,1,67719,1.37972132476485,103.89527238603088,29858
102,1,67721,1.37971349716278,103.89819238601864,11131
102,1,67729,1.37948933048443,103.8987256695176,12503
102,1,67731,1.38018738604916,103.90138066955193,65833
102,1,67739,1.37998423176832,103.90195091871207,46547
102,1,67991,1.395245,103.871524,11250
102,1,67999,1.39506,103.871495,23178
102,1,68011,1.3913169267408,103.8701030697383,235354
102,1,68019,1.39106694073297,103.87060612962613,197960
102,1,68031,1.39705024252478,103.87307298530668,116924
102,1,68039,1.39652972197871,103.87311388899468,80127
102,1,68049,1.39851660309414,103.8729604565282,34791
102,1,68051,1.39955011852479,103.87232065200855,15910
102,1,68059,1.39978638898633,103.87243527803194,15676
102,1,68091,1.40885699822728,103.8711692911676,25258
102,1,68099,1.40885009957996,103.87095311541565,30817
102,1,68111,1.40222194447692,103.87138805557646,441220
102,1,68119,1.402186,103.872168,430975
102,1,68201,1.409829,103.872581,8665
102,1,68209,1.4113435,103.873544,9278
102,1,68239,1.41360008537368,103.87287372479015,18382
102A,1,67091,1.392881,103.869086,6695
102A,1,67389,1.39424377787036,103.88869095686496,165528
102A,1,67399,1.39385005995777,103.89167010585574,151758
102A,1,67409,1.3923391568303,103.89606816606354,1186469
102A,1,67499,1.39068028707514,103.87467870992984,131433
102A,1,67549,1.39454660425441,103.88618230819876,94809
102A,1,67559,1.3954939065925,103.88094503218824,127644
102A,1,67569,1.39504999232889,103.87700000087196,126983
102A,1,67639,1.393047,103.875914,65758
102A,1,67991,1.395245,103.871524,11250
102A,1,68019,1.39106694073297,103.87060612962613,197960
102B,1,67099,1.3937,103.869287,21270
102B,1,67381,1.39459040201234,103.88844266691056,137871
102B,1,67391,1.39425676218487,103.89144488028346,169370
102B,1,67401,1.39290842289238,103.89531738456282,742833
102B,1,67491,1.39087538517899,103.87466488789592,138998
102B,1,67541,1.39478256874239,103.88633251190508,48830
102B,1,67551,1.39600529337669,103.87927293767908,162162
102B,1,67561,1.39545828505824,103.87697696683593,135585
102B,1,67631,1.392329,103.87567,61737
102B,1,67999,1.39506,103.871495,23178
102B,1,68011,1.3913169267408,103.8701030697383,235354
103,1,58991,1.424583611,103.8350086,165132
103,1,59009,1.4284,103.8360975,4995298
103,1,59349,1.42345056032348,103.83882425770956,187611
103,1,59459,1.42637371131971,103.84259503772016,119703
103,1,59461,1.4233562505923,103.84695938114268,229151
103,1,59709,1.42599217250432,103.84064406907125,20064
103,1,59779,1.42408305602704,103.85251851284276,56608
103,1,59789,1.42301388896819,103.85136389998304,2773
103,1,62131,1.3489790064228,103.87277432797596,452530
103,1,62141,1.35149112412235,103.87515194713768,116844
103,1,63141,1.354019,103.874925,36172
103,1,63181,1.36083138898279,103.8734622220156,78785
103,1,63191,1.36426277802723,103.87403972199432,98152
103,1,63201,1.36617789459924,103.87492029493984,124413
103,1,63211,1.36816,103.875784,267957
103,1,63361,1.35744648841295,103.87383985365209,264879
103,1,64101,1.37212119701131,103.87653938842564,321004
103,1,64111,1.37594188334629,103.87684285462154,377306
103,1,64121,1.37974139718092,103.87650111729936,79856
103,1,66009,1.35046610176969,103.87168992264615,1450477
103,1,67049,1.38773464426252,103.869986495669,171386
103,1,67059,1.38705245959807,103.87298447808227,159276
103,1,67069,1.385515,103.875233,11375
103,1,67079,1.38256500000442,103.87673500001088,83324
103,1,67081,1.38990180700693,103.86883700264016,20966
103,1,68011,1.3913169267408,103.8701030697383,235354
103,1,68021,1.39317909764213,103.8724709608888,112651
103,1,68031,1.39705024252478,103.87307298530668,116924
103,1,68051,1.39955011852479,103.87232065200855,15910
103,1,68061,1.40719212135322,103.87206315994295,6874
103,1,68081,1.40559323576727,103.86681241814271,9236
103,1,68091,1.40885699822728,103.8711692911676,25258
103,1,68101,1.40378584520974,103.86344710129676,13158
103,1,68111,1.40222194447692,103.87138805557646,441220
103,1,68121,1.40580853768965,103.85999518683651,18180
103,1,68131,1.41460695862945,103.86188939696588,12630
103,1,68141,1.42043301652737,103.86347697141191,27579
103,1,68151,1.42333311184046,103.86619112165944,10938
103,1,68161,1.41076903489058,103.86179481507452,5463
103,1,68171,1.42704251041342,103.85535247743788,21735
103,2,59009,1.4284,103.8360975,4995298
103,2,59069,1.42657294826877,103.83536957259516,371765
103,2,59341,1.42367163179884,103.838644569159,126143
103,2,59451,1.42569613726662,103.84360741617542,82163
103,2,59469,1.42357927683882,103.84747960044407,316278
103,2,59651,1.42711698762084,103.8416941886226,74866
103,2,59701,1.42548192920513,103.84020205228327,18980
103,2,59771,1.423939,103.852066,52070
103,2,59781,1.4232168633454,103.85125812567784,9246
103,2,59791,1.425903,103.853576,54538
103,2,62149,1.35169173270668,103.87595332312252,191447
103,2,62189,1.35056391832311,103.87470953705504,150326
103,2,63149,1.35489972198729,103.87452555599006,94100
103,2,63179,1.35999305129204,103.8739353277618,61216
103,2,63189,1.36133997852966,103.87363460960414,37624
103,2,63199,1.36327972197547,103.8738380559882,93241
103,2,63209,1.36605804817414,103.8752212278542,124462
103,2,63219,1.368497,103.876166,257094
103,2,63369,1.356702,103.874108,126688
103,2,64109,1.37202330151763,103.87690900449827,262168
103,2,64119,1.37679164872283,103.87713655364794,428870
103,2,64129,1.37995970749936,103.87686804999332,124389
103,2,66009,1.35046610176969,103.87168992264615,1450477
103,2,67041,1.38802587904105,103.87037184486724,194433
103,2,67051,1.3873944756683,103.87302341120068,187413
103,2,67061,1.38580333301583,103.8753413890144,9719
103,2,67071,1.38224166699882,103.87700083300696,84161
103,2,67089,1.39029406445756,103.8691601952964,32784
103,2,68019,1.39106694073297,103.87060612962613,197960
103,2,68029,1.39312162118162,103.8726495511582,148841
103,2,68039,1.39652972197871,103.87311388899468,80127
103,2,68049,1.39851660309414,103.8729604565282,34791
103,2,68059,1.39978638898633,103.87243527803194,15676
103,2,68069,1.40757217631739,103.87228032413654,7107
103,2,68089,1.40570196065228,103.86666745163518,7706
103,2,68099,1.40885009957996,103.87095311541565,30817
103,2,68109,1.40400332581506,103.86349233396736,12744
103,2,68119,1.402186,103.872168,430975
103,2,68129,1.40606522969086,103.86016462232044,18036
103,2,68139,1.4144389729383,103.86207999648197,2619
103,2,68149,1.41891604556531,103.86279700000912,37116
103,2,68159,1.42306890210566,103.8662690737078,12567
103,2,68169,1.4107138403801,103.86188409763392,4278
103,2,68179,1.42698397142724,103.8555032973658,5646
105,1,40239,1.322585278,103.8262153,391818
105,1,40249,1.3249247219882,103.82735055603024,26235
105,1,51099,1.325881667006,103.8345342161876,98550
105,1,52059,1.34309745890513,103.85622585798508,512910
105,1,52069,1.34314389988912,103.85856611406128,112683
105,1,52079,1.32931477158443,103.84382885735748,542970
105,1,52189,1.33318499999452,103.84678305554864,332687
105,1,52239,1.33412194449168,103.84894805557066,106803
105,1,52279,1.33702420555118,103.84992957112875,341217
105,1,52361,1.33974408909931,103.8529812160764,470886
105,1,66009,1.35046610176969,103.87168992264615,1450477
105,1,66019,1.34602837489201,103.86040421534554,13937
105,1,66029,1.35017159420349,103.8614352513464,56827
105,1,66399,1.35148729748638,103.8632462430678,22626
105,1,66409,1.34926598081238,103.86593883283692,29998
105,1,66419,1.35021638901553,103.86930944403264,42039
